epoch,acc,cat_acc,dice_coef,f1_m,iou_coef,jacard_coef,loss,my_mean_iou,precision_m,recall_m,subset_accuracy,val_acc,val_cat_acc,val_dice_coef,val_f1_m,val_iou_coef,val_jacard_coef,val_loss,val_my_mean_iou,val_precision_m,val_recall_m,val_subset_accuracy
0,0.4306207299232483,0.4306207299232483,0.4149986505508423,0.5956106185913086,0.3173268139362335,1.1486411094665527,0.1391158252954483,0.11203675717115402,0.47171416878700256,2.1745002269744873,0.8706143498420715,0.5706716775894165,0.5706716775894165,0.5126080513000488,0.9400561451911926,0.40275511145591736,0.9572865962982178,0.13367809355258942,0.1613541841506958,0.7921618819236755,2.226541042327881,0.8935229182243347
1,0.6342190504074097,0.6342190504074097,0.5849271416664124,0.976021409034729,0.47406208515167236,0.8139699101448059,0.13124218583106995,0.20436330139636993,0.7920319437980652,2.271433115005493,0.9021231532096863,0.5905573964118958,0.5905573964118958,0.5806580185890198,0.9763063192367554,0.47363168001174927,0.823390007019043,0.13153459131717682,0.1772768497467041,0.7965168356895447,2.2640199661254883,0.901371419429779
2,0.6750552654266357,0.6750552654266357,0.654025673866272,1.0432636737823486,0.5477411150932312,0.67957603931427,0.12763327360153198,0.28518280386924744,0.8395727276802063,2.30560564994812,0.9163069725036621,0.6543893814086914,0.6543893814086914,0.6201152801513672,0.9929020404815674,0.5052603483200073,0.7461166977882385,0.1301613301038742,0.2542993128299713,0.7876119613647461,2.295570135116577,0.901206910610199
3,0.6986637115478516,0.6986637115478516,0.680841863155365,1.0508854389190674,0.5711557269096375,0.6244785785675049,0.12650074064731598,0.31156137585639954,0.8294728398323059,2.327285051345825,0.920418381690979,0.6636908650398254,0.6636908650398254,0.6253401041030884,1.0089834928512573,0.5073246359825134,0.7359468936920166,0.12941381335258484,0.2684546709060669,0.8031472563743591,2.299062490463257,0.9057424068450928
4,0.7036536335945129,0.7036536335945129,0.68343585729599,1.051174521446228,0.5732357501983643,0.6207514405250549,0.12641510367393494,0.3182063400745392,0.8307998776435852,2.3270375728607178,0.9212809205055237,0.6651630997657776,0.6651630997657776,0.6128718852996826,1.0036283731460571,0.4920963644981384,0.7605113983154297,0.12983641028404236,0.28071096539497375,0.8052210211753845,2.2889420986175537,0.9036561250686646
5,0.7226933240890503,0.7226933240890503,0.6865010857582092,1.0622069835662842,0.5740684270858765,0.6150445342063904,0.12615597248077393,0.3530697524547577,0.8429685831069946,2.3258845806121826,0.9224947690963745,0.6636801958084106,0.6636801958084106,0.6190297603607178,1.0159051418304443,0.49932628870010376,0.7483754754066467,0.1293710470199585,0.2993902862071991,0.822898805141449,2.285521984100342,0.9071915745735168
6,0.7423262596130371,0.7423262596130371,0.6990166306495667,1.0692516565322876,0.5862211585044861,0.5921979546546936,0.12562295794487,0.3842226266860962,0.8487272262573242,2.3291802406311035,0.9241453409194946,0.6551454067230225,0.6551454067230225,0.6115548610687256,0.9736102223396301,0.49413377046585083,0.7630064487457275,0.13009442389011383,0.3030869662761688,0.7764908671379089,2.2818920612335205,0.9057791829109192
7,0.7463580965995789,0.7463580965995789,0.7106488347053528,1.0613762140274048,0.5972151756286621,0.5680080056190491,0.1253400295972824,0.39369845390319824,0.83089280128479,2.3413140773773193,0.9248120188713074,0.6780078411102295,0.6780078411102295,0.6427266597747803,0.9602655172348022,0.5242775678634644,0.7016301155090332,0.12964457273483276,0.32446616888046265,0.7378022074699402,2.314530372619629,0.9064688682556152
8,0.753925621509552,0.753925621509552,0.7271668910980225,1.0658024549484253,0.6147990226745605,0.535598874092102,0.12476123869419098,0.4022709131240845,0.8265460133552551,2.3549444675445557,0.9275414943695068,0.6709720492362976,0.6709720492362976,0.6394451856613159,0.9445304274559021,0.5228529572486877,0.7079110741615295,0.1306879073381424,0.3208596110343933,0.7218748927116394,2.313535451889038,0.9012928009033203
9,0.7592858672142029,0.7592858672142029,0.7358828186988831,1.0732414722442627,0.6233071684837341,0.5180884003639221,0.12432349473237991,0.40188100934028625,0.8320951461791992,2.3589789867401123,0.9299212694168091,0.6653639674186707,0.6653639674186707,0.6293109059333801,0.9455359578132629,0.5129145383834839,0.7278782725334167,0.1308787316083908,0.31344345211982727,0.7270931601524353,2.3071343898773193,0.9002832174301147
