epoch,acc,loss,val_acc,val_loss
0,0.43678632,0.1398753036113306,0.6152179,0.13032670251347803
1,0.57577956,0.13214595144850083,0.62163365,0.1298882378773256
2,0.577089,0.13199097329172596,0.6213946,0.1298977971415628
