epoch,acc,cat_acc,dice_coef,f1_m,iou_coef,jacard_coef,loss,precision_m,recall_m,subset_accuracy,val_acc,val_cat_acc,val_dice_coef,val_f1_m,val_iou_coef,val_jacard_coef,val_loss,val_precision_m,val_recall_m,val_subset_accuracy
0,0.5572486519813538,0.5572486519813538,0.5176321268081665,0.5611711740493774,0.40752026438713074,0.363587349653244,0.13451093435287476,0.7192660570144653,0.4782005250453949,0.8892816305160522,0.6402540802955627,0.6402540802955627,0.5466229319572449,0.5966159105300903,0.4230615794658661,0.3896644711494446,0.13173729181289673,0.8831527829170227,0.4667235314846039,0.8903610706329346
1,0.6780743598937988,0.6780743598937988,0.6510283946990967,0.7023059129714966,0.540417492389679,0.4948142468929291,0.1279534548521042,0.8187347650527954,0.6218931674957275,0.9137836694717407,0.6613999009132385,0.6613999009132385,0.6360906958580017,0.6865597367286682,0.5253795385360718,0.4833749532699585,0.129770427942276,0.7673728466033936,0.6248290538787842,0.9031233191490173
2,0.7063547968864441,0.7063547968864441,0.6887228488922119,0.7343631982803345,0.5768887400627136,0.5362834334373474,0.12620078027248383,0.8338367342948914,0.6606736183166504,0.9225515723228455,0.7131271362304688,0.7131271362304688,0.6662212610244751,0.7204391360282898,0.5496596693992615,0.5145666599273682,0.12656527757644653,0.870234489440918,0.6234306693077087,0.9177995324134827
3,0.7253566384315491,0.7253566384315491,0.7051237225532532,0.7459432482719421,0.5926567912101746,0.5548353791236877,0.12536871433258057,0.8498244881629944,0.6696810722351074,0.9261427521705627,0.7309667468070984,0.7309667468070984,0.6787916421890259,0.7288019061088562,0.5610095858573914,0.5281357169151306,0.12574724853038788,0.893224835395813,0.6259761452674866,0.9216005802154541
4,0.7511716485023499,0.7511716485023499,0.7232823371887207,0.7563459277153015,0.6123026609420776,0.5763724446296692,0.12465420365333557,0.8464001417160034,0.6886069178581238,0.9281215071678162,0.7707034349441528,0.7707034349441528,0.7073891162872314,0.7444530129432678,0.5886335372924805,0.5601224303245544,0.12473830580711365,0.8703916668891907,0.6589334607124329,0.9240071773529053
5,0.7798808217048645,0.7798808217048645,0.7494716644287109,0.774614691734314,0.6391269564628601,0.6078000068664551,0.12370660156011581,0.8331875801086426,0.7264363765716553,0.9308483600616455,0.7471418380737305,0.7471418380737305,0.7024866342544556,0.7445600032806396,0.5773192048072815,0.5525599122047424,0.1257012039422989,0.8026860356330872,0.6957895159721375,0.9190548658370972
6,0.7909463047981262,0.7909463047981262,0.7642993330955505,0.7900724411010742,0.6546554565429688,0.6261107325553894,0.12314668297767639,0.8281537294387817,0.7565041184425354,0.932786226272583,0.7372986078262329,0.7372986078262329,0.7108485698699951,0.7393113970756531,0.5865333080291748,0.5623190999031067,0.1262647658586502,0.7703713774681091,0.711239755153656,0.9183266162872314
7,0.8039447665214539,0.8039447665214539,0.7836265563964844,0.8051180839538574,0.6766623854637146,0.6508897542953491,0.122368723154068,0.8299379944801331,0.7821722030639648,0.9373365640640259,0.7409533858299255,0.7409533858299255,0.7231037616729736,0.7431107759475708,0.6025596857070923,0.5776713490486145,0.12634216248989105,0.7638676762580872,0.7237284779548645,0.9185144901275635
8,0.8104369640350342,0.8104369640350342,0.7925159335136414,0.8118815422058105,0.6871035099029541,0.662718653678894,0.12195246666669846,0.8340005278587341,0.7912328839302063,0.9395927786827087,0.7301080822944641,0.7301080822944641,0.7099982500076294,0.730779230594635,0.5861582159996033,0.5618541240692139,0.1274043619632721,0.7499693036079407,0.7127761840820312,0.9132496118545532
9,0.8167464137077332,0.8167464137077332,0.8000473976135254,0.8182081580162048,0.696213960647583,0.6728253960609436,0.12155614048242569,0.8388312458992004,0.7988499999046326,0.941409170627594,0.7043030261993408,0.7043030261993408,0.6803296804428101,0.7025575637817383,0.5519446134567261,0.5276225805282593,0.1294524073600769,0.7193796634674072,0.6866554021835327,0.9032201766967773
10,0.8234433531761169,0.8234433531761169,0.8077850341796875,0.8249527812004089,0.7056167721748352,0.6834866404533386,0.12112102657556534,0.8446270823478699,0.8064237833023071,0.9434235692024231,0.7555363774299622,0.7555363774299622,0.7375020384788513,0.7570778727531433,0.6213182806968689,0.5958156585693359,0.1258121281862259,0.7742834091186523,0.7408097386360168,0.9213327169418335
11,0.829099178314209,0.829099178314209,0.8141781091690063,0.8305721879005432,0.7134829759597778,0.6920633912086487,0.12076086550951004,0.849101185798645,0.8130556344985962,0.9450934529304504,0.7792770862579346,0.7792770862579346,0.760669469833374,0.7807663083076477,0.6468655467033386,0.6240540146827698,0.12419990450143814,0.798980712890625,0.7635583877563477,0.9283369183540344
12,0.8304757475852966,0.8304757475852966,0.8160101771354675,0.8319418430328369,0.7158728241920471,0.6948443651199341,0.120664581656456,0.8506021499633789,0.8143012523651123,0.9455435276031494,0.7877703309059143,0.7877703309059143,0.7724743485450745,0.7901522517204285,0.6632174253463745,0.6392852663993835,0.12348123639822006,0.8077970743179321,0.7734401226043701,0.932404100894928
13,0.8337990641593933,0.8337990641593933,0.8196626305580139,0.8353161811828613,0.7207425236701965,0.7000397443771362,0.1204516738653183,0.8536348938941956,0.8179853558540344,0.9465232491493225,0.7910953164100647,0.7910953164100647,0.7737378478050232,0.793336033821106,0.6637008786201477,0.6404861807823181,0.12323195487260818,0.8135689496994019,0.7743064761161804,0.9329702854156494
14,0.8363864421844482,0.8363864421844482,0.8227459192276001,0.8379940986633301,0.7245607972145081,0.7043164372444153,0.12026816606521606,0.8562425374984741,0.8207346200942993,0.9474297165870667,0.7802958488464355,0.7802958488464355,0.7635594606399536,0.7813813090324402,0.6503927111625671,0.6272103190422058,0.12400331348180771,0.7997495532035828,0.7640251517295837,0.929557204246521
15,0.8405568599700928,0.8405568599700928,0.827582597732544,0.8422035574913025,0.7305391430854797,0.7111546397209167,0.11998901516199112,0.8597301840782166,0.8255934119224548,0.9486913084983826,0.7923406958580017,0.7923406958580017,0.7724616527557373,0.7935212254524231,0.660392701625824,0.6386975049972534,0.12327516078948975,0.8152723908424377,0.7731499075889587,0.932458221912384
16,0.8428964614868164,0.8428964614868164,0.8303712606430054,0.8442926406860352,0.7341903448104858,0.7150421738624573,0.1198623925447464,0.8610908389091492,0.8283538818359375,0.9492717385292053,0.8179035186767578,0.8179035186767578,0.8008355498313904,0.8195284008979797,0.69566410779953,0.675938606262207,0.12149691581726074,0.8396276235580444,0.8005854487419128,0.9408426880836487
17,0.8477345705032349,0.8477345705032349,0.8356654644012451,0.848922848701477,0.7408655285835266,0.7224799394607544,0.1195591390132904,0.864188551902771,0.8343555927276611,0.9506649971008301,0.8113823533058167,0.8113823533058167,0.7949577569961548,0.8133599162101746,0.6889151334762573,0.6678293347358704,0.1218310073018074,0.8349345922470093,0.7931356430053711,0.9392760396003723
18,0.8540316224098206,0.8540316224098206,0.8429667949676514,0.8550922274589539,0.7503366470336914,0.7331717610359192,0.11915039271116257,0.8692069053649902,0.8415708541870117,0.9526079297065735,0.8129856586456299,0.8129856586456299,0.7985718846321106,0.8140475749969482,0.6923410892486572,0.6724490523338318,0.1218588799238205,0.832099437713623,0.7969701886177063,0.9393078684806824
19,0.8557180166244507,0.8557180166244507,0.8450926542282104,0.8567708730697632,0.7531524896621704,0.7362905144691467,0.11904241144657135,0.8702630400657654,0.843829870223999,0.9531228542327881,0.808601975440979,0.808601975440979,0.7917683720588684,0.8084865808486938,0.6830564737319946,0.663385272026062,0.12218683212995529,0.8273840546607971,0.7906473875045776,0.9375400543212891
20,0.8590543866157532,0.8590543866157532,0.8488075733184814,0.8600970506668091,0.757915735244751,0.7416750192642212,0.11883344501256943,0.8729366064071655,0.8477562069892883,0.9540843367576599,0.8222615718841553,0.8222615718841553,0.809174656867981,0.824653685092926,0.7065949440002441,0.6873654723167419,0.12116893380880356,0.8428747057914734,0.807422399520874,0.9427269101142883
21,0.8512022495269775,0.8512022495269775,0.840491533279419,0.8521922826766968,0.7468907833099365,0.7295591235160828,0.11936115473508835,0.8661708235740662,0.8387998938560486,0.9516189694404602,0.8147470951080322,0.8147470951080322,0.7991018295288086,0.8162348866462708,0.6932613849639893,0.6732915639877319,0.12174826115369797,0.8356366157531738,0.7979364395141602,0.9395715594291687
22,0.860300600528717,0.860300600528717,0.8502736687660217,0.8613244295120239,0.7600593566894531,0.7440212965011597,0.11875703185796738,0.8737838864326477,0.84934002161026,0.9544504880905151,0.8241171836853027,0.8241171836853027,0.8124470710754395,0.8259382247924805,0.7103403210639954,0.6917094588279724,0.12111786752939224,0.8421480059623718,0.8105126023292542,0.942958414554596
23,0.8640408515930176,0.8640408515930176,0.854663610458374,0.8650704622268677,0.7657355070114136,0.7503231167793274,0.11850649118423462,0.8766487836837769,0.8539100289344788,0.9556440114974976,0.8212906718254089,0.8212906718254089,0.8097999691963196,0.8237538933753967,0.7065922617912292,0.6880813837051392,0.12126099318265915,0.8410604000091553,0.8073574900627136,0.9423796534538269
24,0.8661490678787231,0.8661490678787231,0.8570176959037781,0.8670929074287415,0.7687886953353882,0.753955066204071,0.1183704137802124,0.8782358169555664,0.8563410639762878,0.9562528133392334,0.8415818810462952,0.8415818810462952,0.8294646143913269,0.843237042427063,0.7311868667602539,0.7153562903404236,0.11995875835418701,0.8599797487258911,0.8273374438285828,0.9481557011604309
25,0.8679838180541992,0.8679838180541992,0.8591682314872742,0.8689494729042053,0.7717568278312683,0.7571382522583008,0.11825767159461975,0.8796085119247437,0.8586411476135254,0.9568427205085754,0.8302457928657532,0.8302457928657532,0.8192306160926819,0.8325508236885071,0.7178606390953064,0.7007436156272888,0.12069319933652878,0.8485437631607056,0.8173360228538513,0.9450567364692688
26,0.8693454265594482,0.8693454265594482,0.8606869578361511,0.8702898025512695,0.7740017771720886,0.7595022916793823,0.11817248910665512,0.8805011510848999,0.8604064583778381,0.9572385549545288,0.8241546154022217,0.8241546154022217,0.8132330775260925,0.826250433921814,0.7104878425598145,0.6925400495529175,0.12106624245643616,0.8421952724456787,0.8110827803611755,0.9433668851852417
27,0.8689804077148438,0.8689804077148438,0.8602851033210754,0.8698856234550476,0.7732351422309875,0.758979082107544,0.11820125579833984,0.8799880743026733,0.8601039052009583,0.9570867419242859,0.8385233283042908,0.8385233283042908,0.8294916152954102,0.8408775329589844,0.7315633893013,0.7151058316230774,0.1201510950922966,0.8548932075500488,0.8274539113044739,0.9477213025093079
28,0.8720389604568481,0.8720389604568481,0.8637048602104187,0.8730121850967407,0.7778787612915039,0.7640840411186218,0.11798959225416183,0.8827673196792603,0.8635542392730713,0.9580986499786377,0.8441303968429565,0.8441303968429565,0.8344130516052246,0.8462104797363281,0.7380613684654236,0.7224041819572449,0.1198405921459198,0.8594560623168945,0.8334935307502747,0.9489591121673584
29,0.8694412112236023,0.8694412112236023,0.8609270453453064,0.8703817129135132,0.7742211222648621,0.7598779201507568,0.11817382276058197,0.8804765343666077,0.8606054782867432,0.9572636485099792,0.8341819643974304,0.8341819643974304,0.8250958919525146,0.836796760559082,0.7255045175552368,0.7092049717903137,0.1204497292637825,0.8504070043563843,0.8237418532371521,0.9464487433433533
30,0.8740720748901367,0.8740720748901367,0.865776538848877,0.8750134706497192,0.7807256579399109,0.7671661376953125,0.11786867678165436,0.8845798373222351,0.8657336235046387,0.9586679339408875,0.8456003069877625,0.8456003069877625,0.838901937007904,0.847734808921814,0.7422688603401184,0.7280637621879578,0.1197393387556076,0.8583147525787354,0.8374963998794556,0.9497878551483154
31,0.8773806095123291,0.8773806095123291,0.8695674538612366,0.8782579302787781,0.7859114408493042,0.7729330658912659,0.11764554679393768,0.887012243270874,0.8697402477264404,0.9597457647323608,0.8406143188476562,0.8406143188476562,0.83294278383255,0.8428089618682861,0.7352653741836548,0.7199183702468872,0.12004528939723969,0.854352593421936,0.8316587209701538,0.9482088685035706
32,0.8799333572387695,0.8799333572387695,0.87241530418396,0.8807461857795715,0.7899288535118103,0.777206301689148,0.11748544871807098,0.8888381123542786,0.8728547692298889,0.9604980945587158,0.8406407237052917,0.8406407237052917,0.8336988687515259,0.8429241180419922,0.7356891632080078,0.7208486199378967,0.12002865225076675,0.8543287515640259,0.8319103121757507,0.9483034014701843
